borrower_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,persona,cluster,predicted_prob,risk_tier,recommended_action,loan_status
25320,35,90000,RENT,4.0,PERSONAL,A,13000,9.32,0.14,N,9,Cautious Low-Income Borrower,0,0.025460577,Low, Auto-Approve,0
25321,35,95142,MORTGAGE,18.0,PERSONAL,D,12000,14.84,0.13,Y,9,Cautious Low-Income Borrower,0,0.06113162,Low, Auto-Approve,0
25322,32,95200,MORTGAGE,15.0,MEDICAL,A,15000,5.99,0.16,N,8,Cautious Low-Income Borrower,0,0.016216058,Low, Auto-Approve,0
25323,35,83234,MORTGAGE,19.0,DEBTCONSOLIDATION,D,10000,18.25,0.12,Y,9,Cautious Low-Income Borrower,0,0.959535,Very High, Decline or Refer to Counselling,1
25324,29,92250,RENT,2.0,MEDICAL,B,13000,10.99,0.14,N,9,Cautious Low-Income Borrower,0,0.040132698,Low, Auto-Approve,0
25325,27,95500,MORTGAGE,3.0,PERSONAL,E,20000,15.95,0.21,Y,6,At-Risk Young Borrower,1,0.29487,Medium, Manual Review,0
25326,28,95680,MORTGAGE,12.0,VENTURE,A,17000,7.88,0.18,N,7,Cautious Low-Income Borrower,0,0.002122153,Low, Auto-Approve,0
25327,28,95827,MORTGAGE,11.0,EDUCATION,E,16000,14.5,0.17,N,7,At-Risk Young Borrower,1,0.19308409,Low, Auto-Approve,0
25328,30,96000,MORTGAGE,8.0,EDUCATION,C,18000,13.49,0.19,N,7,At-Risk Young Borrower,1,0.097599216,Low, Auto-Approve,0
25329,32,96000,MORTGAGE,9.0,VENTURE,A,7000,6.62,0.07,N,6,Cautious Low-Income Borrower,0,0.00066209293,Low, Auto-Approve,0
25330,35,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15200,15.27,0.18,Y,7,At-Risk Young Borrower,1,0.55373484,High,  Senior Review + Collateral Check,1
25331,28,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11250,17.58,0.12,N,5,Cautious Low-Income Borrower,0,0.27738228,Medium, Manual Review,0
25332,27,96000,MORTGAGE,12.0,HOMEIMPROVEMENT,E,12500,19.03,0.13,Y,5,Cautious Low-Income Borrower,0,0.3766289,Medium, Manual Review,0
25333,31,144000,RENT,0.0,EDUCATION,G,13000,21.21,0.09,N,6,Cautious Low-Income Borrower,0,0.99323225,Very High, Decline or Refer to Counselling,1
25334,30,33736,RENT,5.0,MEDICAL,C,13600,13.57,0.4,Y,9,At-Risk Young Borrower,1,0.9962592,Very High, Decline or Refer to Counselling,1
25335,30,96000,MORTGAGE,11.0,EDUCATION,A,7000,6.03,0.07,N,10,Cautious Low-Income Borrower,0,0.0046402602,Low, Auto-Approve,0
25336,28,96000,MORTGAGE,12.0,PERSONAL,B,6000,12.69,0.06,N,10,Cautious Low-Income Borrower,0,0.08440715,Low, Auto-Approve,0
25337,28,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,3000,15.99,0.04,Y,6,Cautious Low-Income Borrower,0,0.98970944,Very High, Decline or Refer to Counselling,1
25338,31,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9600,5.99,0.1,N,10,Cautious Low-Income Borrower,0,0.004953017,Low, Auto-Approve,0
25339,27,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,2500,12.99,0.03,Y,10,Cautious Low-Income Borrower,0,0.11966775,Low, Auto-Approve,0
25340,30,96000,MORTGAGE,14.0,VENTURE,A,6000,5.42,0.06,N,7,Cautious Low-Income Borrower,0,0.00070928637,Low, Auto-Approve,0
25341,30,80000,RENT,5.0,PERSONAL,B,13600,12.42,0.17,N,9,Cautious Low-Income Borrower,0,0.07310964,Low, Auto-Approve,0
25342,34,96000,OWN,2.0,VENTURE,B,12000,11.99,0.13,N,6,Cautious Low-Income Borrower,0,0.00033879708,Low, Auto-Approve,0
25343,35,33000,OWN,0.0,EDUCATION,C,2000,13.98,0.06,Y,6,Cautious Low-Income Borrower,0,0.0023682895,Low, Auto-Approve,0
25344,35,96000,MORTGAGE,5.0,MEDICAL,A,14000,7.49,0.15,N,10,Cautious Low-Income Borrower,0,0.010142583,Low, Auto-Approve,0
25345,33,96000,MORTGAGE,5.0,MEDICAL,A,9000,7.49,0.09,N,7,Cautious Low-Income Borrower,0,0.022119489,Low, Auto-Approve,0
25346,31,33000,OWN,6.0,DEBTCONSOLIDATION,D,5000,14.96,0.15,N,6,Cautious Low-Income Borrower,0,0.013136174,Low, Auto-Approve,0
25347,31,96000,OWN,3.0,PERSONAL,B,10000,9.99,0.1,N,6,Cautious Low-Income Borrower,0,0.0025291534,Low, Auto-Approve,0
25348,30,96000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,6.99,0.08,N,10,Cautious Low-Income Borrower,0,0.021253332,Low, Auto-Approve,0
25349,35,88000,RENT,2.0,PERSONAL,A,13600,7.9,0.15,N,6,Cautious Low-Income Borrower,0,0.13393249,Low, Auto-Approve,0
25350,29,71400,MORTGAGE,1.0,MEDICAL,A,8000,8.49,0.1,N,10,Cautious Low-Income Borrower,0,0.1848184,Low, Auto-Approve,1
25351,31,96000,MORTGAGE,15.0,EDUCATION,B,4000,10.99,0.04,N,8,Cautious Low-Income Borrower,0,0.14615443,Low, Auto-Approve,0
25352,27,44000,RENT,5.0,EDUCATION,B,13650,10.65,0.31,N,5,At-Risk Young Borrower,1,0.99441093,Very High, Decline or Refer to Counselling,1
25353,29,96000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,11200,5.42,0.12,N,9,Cautious Low-Income Borrower,0,0.0111457845,Low, Auto-Approve,0
25354,28,96000,OWN,12.0,PERSONAL,B,3000,9.63,0.03,N,7,Cautious Low-Income Borrower,0,0.0017839626,Low, Auto-Approve,0
25355,28,33000,OWN,1.0,HOMEIMPROVEMENT,D,7500,15.31,0.23,Y,6,At-Risk Young Borrower,1,0.022063164,Low, Auto-Approve,0
25356,28,96000,MORTGAGE,8.0,VENTURE,A,10000,7.66,0.1,N,7,Cautious Low-Income Borrower,0,0.004964075,Low, Auto-Approve,0
25357,33,96000,MORTGAGE,0.0,VENTURE,C,8000,13.72,0.08,N,9,Cautious Low-Income Borrower,0,0.15717746,Low, Auto-Approve,0
25358,28,57936,RENT,2.0,MEDICAL,D,13650,14.42,0.24,N,10,At-Risk Young Borrower,1,0.97560465,Very High, Decline or Refer to Counselling,1
25359,31,96000,MORTGAGE,15.0,HOMEIMPROVEMENT,D,8000,14.09,0.08,Y,9,Cautious Low-Income Borrower,0,0.2705203,Medium, Manual Review,0
25360,30,96000,MORTGAGE,11.0,MEDICAL,B,12000,9.99,0.13,N,7,Cautious Low-Income Borrower,0,0.04717871,Low, Auto-Approve,0
25361,33,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3000,11.49,0.03,N,7,Cautious Low-Income Borrower,0,0.12429564,Low, Auto-Approve,0
25362,32,30000,RENT,1.0,DEBTCONSOLIDATION,C,13750,12.73,0.46,Y,9,At-Risk Young Borrower,1,0.99760735,Very High, Decline or Refer to Counselling,1
25363,29,42000,RENT,0.0,PERSONAL,B,13750,11.36,0.33,N,8,At-Risk Young Borrower,1,0.9914894,Very High, Decline or Refer to Counselling,1
25364,27,96000,OWN,9.0,PERSONAL,D,5600,15.21,0.06,N,8,Cautious Low-Income Borrower,0,0.00129071,Low, Auto-Approve,0
25365,31,80000,RENT,5.0,EDUCATION,E,13750,16.7,0.17,N,6,At-Risk Young Borrower,1,0.18331341,Low, Auto-Approve,0
25366,33,33036,RENT,4.0,VENTURE,C,13800,13.47,0.42,Y,5,At-Risk Young Borrower,1,0.9956917,Very High, Decline or Refer to Counselling,1
25367,28,55000,RENT,2.0,MEDICAL,B,13800,11.83,0.25,N,6,At-Risk Young Borrower,1,0.13287179,Low, Auto-Approve,0
25368,29,96000,MORTGAGE,4.0,VENTURE,A,4500,6.76,0.05,N,10,Cautious Low-Income Borrower,0,0.0009954234,Low, Auto-Approve,0
25369,27,51600,RENT,2.0,VENTURE,C,13800,13.57,0.27,Y,6,At-Risk Young Borrower,1,0.23358919,Low, Auto-Approve,1
25370,30,96000,MORTGAGE,7.0,PERSONAL,B,6000,11.49,0.06,N,6,Cautious Low-Income Borrower,0,0.0554478,Low, Auto-Approve,0
25371,31,96000,MORTGAGE,1.0,MEDICAL,B,22500,11.36,0.23,N,5,At-Risk Young Borrower,1,0.11890655,Low, Auto-Approve,0
25372,27,32500,OWN,3.0,PERSONAL,A,5000,6.62,0.15,N,8,Cautious Low-Income Borrower,0,0.004417321,Low, Auto-Approve,0
25373,29,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,13.48,0.16,N,6,Cautious Low-Income Borrower,0,0.085935354,Low, Auto-Approve,0
25374,30,96000,MORTGAGE,8.0,EDUCATION,B,17000,10.62,0.18,N,10,Cautious Low-Income Borrower,0,0.04585261,Low, Auto-Approve,0
25375,29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,7.49,0.1,N,5,Cautious Low-Income Borrower,0,0.054218885,Low, Auto-Approve,0
25376,31,96000,MORTGAGE,4.0,VENTURE,C,12000,12.73,0.13,Y,5,Cautious Low-Income Borrower,0,0.08513815,Low, Auto-Approve,0
25377,29,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.88,0.13,N,5,Cautious Low-Income Borrower,0,0.060864314,Low, Auto-Approve,0
25378,29,84000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,8000,14.96,0.1,N,5,Cautious Low-Income Borrower,0,0.9608048,Very High, Decline or Refer to Counselling,1
25379,30,23000,RENT,5.0,VENTURE,A,14000,7.88,0.61,N,6,At-Risk Young Borrower,1,0.99320316,Very High, Decline or Refer to Counselling,1
25380,28,41400,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.48,0.34,N,6,At-Risk Young Borrower,1,0.9961737,Very High, Decline or Refer to Counselling,1
25381,28,96000,OWN,13.0,EDUCATION,C,15000,13.47,0.16,N,6,Cautious Low-Income Borrower,0,0.0009047092,Low, Auto-Approve,0
25382,27,42000,RENT,0.0,DEBTCONSOLIDATION,B,14000,9.88,0.33,N,5,At-Risk Young Borrower,1,0.9901598,Very High, Decline or Refer to Counselling,1
25383,33,42000,RENT,12.0,VENTURE,D,14000,15.7,0.33,Y,8,At-Risk Young Borrower,1,0.9842839,Very High, Decline or Refer to Counselling,1
25384,27,84000,MORTGAGE,5.0,PERSONAL,C,20000,12.29,0.24,Y,8,At-Risk Young Borrower,1,0.3166731,Medium, Manual Review,1
25385,31,84000,MORTGAGE,3.0,HOMEIMPROVEMENT,G,25000,17.34,0.3,Y,5,At-Risk Young Borrower,1,0.99047136,Very High, Decline or Refer to Counselling,1
25386,28,42900,RENT,3.0,PERSONAL,B,14000,11.14,0.33,N,5,At-Risk Young Borrower,1,0.9897243,Very High, Decline or Refer to Counselling,1
25387,35,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20000,11.54,0.24,Y,6,At-Risk Young Borrower,1,0.631818,High,  Senior Review + Collateral Check,1
25388,30,96300,MORTGAGE,1.0,EDUCATION,C,18000,13.98,0.19,N,9,At-Risk Young Borrower,1,0.11617579,Low, Auto-Approve,0
25389,29,96339,MORTGAGE,7.0,MEDICAL,B,15000,11.36,0.16,N,7,Cautious Low-Income Borrower,0,0.0773832,Low, Auto-Approve,0
25390,28,37000,RENT,0.0,DEBTCONSOLIDATION,D,14000,14.42,0.38,N,10,At-Risk Young Borrower,1,0.9991025,Very High, Decline or Refer to Counselling,1
25391,29,43738,RENT,1.0,MEDICAL,A,14000,7.88,0.32,N,6,At-Risk Young Borrower,1,0.99402857,Very High, Decline or Refer to Counselling,1
25392,28,44049,RENT,3.0,VENTURE,B,14000,10.99,0.32,N,8,At-Risk Young Borrower,1,0.992234,Very High, Decline or Refer to Counselling,1
25393,29,45000,RENT,9.0,PERSONAL,B,14000,12.69,0.31,N,5,At-Risk Young Borrower,1,0.9805093,Very High, Decline or Refer to Counselling,1
25394,28,39000,RENT,6.0,EDUCATION,A,14000,7.9,0.36,N,8,At-Risk Young Borrower,1,0.994902,Very High, Decline or Refer to Counselling,1
25395,31,45000,RENT,5.0,MEDICAL,A,14000,7.91,0.31,N,5,At-Risk Young Borrower,1,0.97744566,Very High, Decline or Refer to Counselling,1
25396,28,96636,MORTGAGE,10.0,MEDICAL,A,30000,8.49,0.31,N,5,At-Risk Young Borrower,1,0.09355785,Low, Auto-Approve,0
25397,31,96713,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,8.0,0.07,N,6,Cautious Low-Income Borrower,0,0.062922545,Low, Auto-Approve,0
25398,27,96996,MORTGAGE,11.0,DEBTCONSOLIDATION,B,1500,10.95,0.02,N,10,Cautious Low-Income Borrower,0,0.013851112,Low, Auto-Approve,0
25399,31,45000,RENT,1.0,MEDICAL,C,14000,13.06,0.31,N,6,At-Risk Young Borrower,1,0.9895075,Very High, Decline or Refer to Counselling,1
25400,30,97000,MORTGAGE,9.0,PERSONAL,C,5000,13.49,0.05,Y,9,Cautious Low-Income Borrower,0,0.045476798,Low, Auto-Approve,0
25401,27,45000,RENT,1.0,EDUCATION,B,14000,9.76,0.31,N,9,At-Risk Young Borrower,1,0.9876035,Very High, Decline or Refer to Counselling,1
25402,29,97000,MORTGAGE,13.0,VENTURE,C,10000,14.65,0.1,N,8,Cautious Low-Income Borrower,0,0.10039334,Low, Auto-Approve,0
25403,28,97000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.49,0.06,N,10,Cautious Low-Income Borrower,0,0.038434844,Low, Auto-Approve,0
25404,28,97000,MORTGAGE,9.0,VENTURE,A,12000,8.49,0.12,N,5,Cautious Low-Income Borrower,0,0.0041213487,Low, Auto-Approve,0
25405,31,97000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.66,0.12,N,6,Cautious Low-Income Borrower,0,0.033390377,Low, Auto-Approve,0
25406,27,97000,MORTGAGE,0.0,VENTURE,A,12000,6.91,0.12,N,7,Cautious Low-Income Borrower,0,0.0011648585,Low, Auto-Approve,0
25407,27,97000,MORTGAGE,11.0,PERSONAL,B,3600,9.25,0.04,N,7,Cautious Low-Income Borrower,0,0.080441624,Low, Auto-Approve,0
25408,33,97000,MORTGAGE,15.0,PERSONAL,A,20000,6.17,0.21,N,8,Cautious Low-Income Borrower,0,0.018167524,Low, Auto-Approve,0
25409,27,72250,MORTGAGE,11.0,MEDICAL,D,10000,14.83,0.12,Y,6,Cautious Low-Income Borrower,0,0.9521542,Very High, Decline or Refer to Counselling,1
25410,35,46900,RENT,14.0,MEDICAL,C,14000,14.27,0.3,Y,5,At-Risk Young Borrower,1,0.36120963,Medium, Manual Review,0
25411,29,97000,MORTGAGE,2.0,VENTURE,C,10000,12.23,0.1,Y,5,Cautious Low-Income Borrower,0,0.12976421,Low, Auto-Approve,0
25412,35,97000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,16000,8.88,0.16,N,10,Cautious Low-Income Borrower,0,0.048142027,Low, Auto-Approve,0
25413,29,48880,RENT,3.0,PERSONAL,B,14000,10.65,0.29,N,9,At-Risk Young Borrower,1,0.21634555,Low, Auto-Approve,0
25414,30,97000,MORTGAGE,5.0,VENTURE,D,25000,16.32,0.26,Y,5,At-Risk Young Borrower,1,0.28961515,Medium, Manual Review,0
25415,31,48996,RENT,9.0,PERSONAL,C,14000,13.23,0.29,N,8,At-Risk Young Borrower,1,0.33171085,Medium, Manual Review,0
25416,29,97000,OWN,3.0,VENTURE,B,12000,11.83,0.12,N,5,Cautious Low-Income Borrower,0,0.00035091263,Low, Auto-Approve,0
25417,29,97000,OWN,3.0,MEDICAL,D,14600,15.65,0.15,N,9,Cautious Low-Income Borrower,0,0.0062769684,Low, Auto-Approve,0
25418,33,97000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,25000,16.0,0.26,N,6,At-Risk Young Borrower,1,0.5713077,High,  Senior Review + Collateral Check,0
25419,32,97000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,12.18,0.06,N,9,Cautious Low-Income Borrower,0,0.10271783,Low, Auto-Approve,0
25420,31,72250,OTHER,6.0,MEDICAL,F,25000,17.03,0.29,Y,5,At-Risk Young Borrower,1,0.9978775,Very High, Decline or Refer to Counselling,1
25421,28,50000,RENT,2.0,VENTURE,A,14000,6.54,0.28,N,6,At-Risk Young Borrower,1,0.0043466394,Low, Auto-Approve,0
25422,30,97192,MORTGAGE,3.0,PERSONAL,A,6500,7.29,0.07,N,10,Cautious Low-Income Borrower,0,0.054087278,Low, Auto-Approve,0
25423,31,32000,OWN,10.0,VENTURE,B,12375,9.91,0.39,N,7,At-Risk Young Borrower,1,0.0014831659,Low, Auto-Approve,0
25424,27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,7.49,0.06,N,8,Cautious Low-Income Borrower,0,0.05966293,Low, Auto-Approve,0
25425,27,50000,RENT,0.0,VENTURE,A,14000,6.54,0.28,N,8,At-Risk Young Borrower,1,0.0026653963,Low, Auto-Approve,0
25426,33,97200,MORTGAGE,4.0,PERSONAL,C,20000,12.29,0.21,N,9,At-Risk Young Borrower,1,0.18358348,Low, Auto-Approve,0
25427,33,97200,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4000,10.99,0.04,N,10,Cautious Low-Income Borrower,0,0.16055821,Low, Auto-Approve,0
25428,28,97296,MORTGAGE,12.0,HOMEIMPROVEMENT,B,6500,12.42,0.07,N,8,Cautious Low-Income Borrower,0,0.061233047,Low, Auto-Approve,0
25429,28,44000,RENT,7.0,DEBTCONSOLIDATION,F,14000,19.04,0.32,N,10,At-Risk Young Borrower,1,0.9993722,Very High, Decline or Refer to Counselling,1
25430,33,50000,RENT,2.0,DEBTCONSOLIDATION,B,14000,10.62,0.28,N,9,At-Risk Young Borrower,1,0.07592746,Low, Auto-Approve,0
25431,34,44000,RENT,3.0,DEBTCONSOLIDATION,D,14000,15.65,0.32,Y,7,At-Risk Young Borrower,1,0.9994492,Very High, Decline or Refer to Counselling,1
25432,28,50000,RENT,7.0,VENTURE,C,14000,13.79,0.28,Y,6,At-Risk Young Borrower,1,0.116720304,Low, Auto-Approve,0
25433,35,97500,MORTGAGE,19.0,MEDICAL,A,8000,5.42,0.08,N,9,Cautious Low-Income Borrower,0,0.011072014,Low, Auto-Approve,0
25434,31,97500,MORTGAGE,3.0,MEDICAL,A,6000,7.51,0.06,N,9,Cautious Low-Income Borrower,0,0.043848623,Low, Auto-Approve,0
25435,31,98000,OWN,7.0,MEDICAL,C,5000,15.96,0.05,Y,7,Cautious Low-Income Borrower,0,0.0010095254,Low, Auto-Approve,0
25436,32,52392,RENT,9.0,HOMEIMPROVEMENT,B,14000,10.99,0.27,N,10,At-Risk Young Borrower,1,0.31192437,Medium, Manual Review,0
25437,34,98000,MORTGAGE,10.0,VENTURE,A,16000,6.03,0.16,N,5,Cautious Low-Income Borrower,0,0.0009741627,Low, Auto-Approve,0
25438,29,98000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,1825,14.27,0.02,N,6,Cautious Low-Income Borrower,0,0.03890586,Low, Auto-Approve,0
25439,31,98000,OWN,10.0,HOMEIMPROVEMENT,A,5100,6.03,0.05,N,6,Cautious Low-Income Borrower,0,0.0006596728,Low, Auto-Approve,0
25440,34,98000,OWN,19.0,EDUCATION,B,16000,10.99,0.16,N,5,Cautious Low-Income Borrower,0,0.0042839446,Low, Auto-Approve,0
25441,35,47400,RENT,2.0,PERSONAL,D,14000,14.42,0.3,N,7,At-Risk Young Borrower,1,0.9418128,Very High, Decline or Refer to Counselling,1
25442,32,86000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,15000,16.4,0.17,Y,5,At-Risk Young Borrower,1,0.9863669,Very High, Decline or Refer to Counselling,1
25443,27,86000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,20000,13.43,0.23,N,5,At-Risk Young Borrower,1,0.4413783,Medium, Manual Review,1
25444,27,86000,MORTGAGE,12.0,EDUCATION,A,23000,6.17,0.27,N,7,At-Risk Young Borrower,1,0.42800924,Medium, Manual Review,1
25445,30,98000,MORTGAGE,12.0,VENTURE,B,12000,8.88,0.12,N,7,Cautious Low-Income Borrower,0,0.0122852465,Low, Auto-Approve,0
25446,27,98000,MORTGAGE,11.0,PERSONAL,B,17000,8.88,0.17,N,5,Cautious Low-Income Borrower,0,0.21880543,Low, Auto-Approve,0
25447,33,86000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,3600,13.98,0.04,N,5,Cautious Low-Income Borrower,0,0.44881874,Medium, Manual Review,1
25448,27,98000,MORTGAGE,5.0,VENTURE,B,15000,11.36,0.15,N,7,Cautious Low-Income Borrower,0,0.019598756,Low, Auto-Approve,0
25449,29,98000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,14000,10.25,0.14,N,5,Cautious Low-Income Borrower,0,0.2029371,Low, Auto-Approve,0
25450,30,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.14,0.05,N,5,Cautious Low-Income Borrower,0,0.056801166,Low, Auto-Approve,0
25451,27,48000,RENT,9.0,DEBTCONSOLIDATION,C,14000,13.79,0.29,N,10,At-Risk Young Borrower,1,0.36066142,Medium, Manual Review,1
25452,33,98000,MORTGAGE,3.0,VENTURE,B,25000,11.83,0.26,N,10,At-Risk Young Borrower,1,0.023414703,Low, Auto-Approve,0
25453,28,98000,MORTGAGE,6.0,MEDICAL,A,1000,7.74,0.01,N,9,Cautious Low-Income Borrower,0,0.0068880036,Low, Auto-Approve,0
25454,31,73100,MORTGAGE,0.0,MEDICAL,E,16000,16.795,0.19,Y,6,At-Risk Young Borrower,1,0.9949823,Very High, Decline or Refer to Counselling,1
25455,29,32000,OWN,1.0,HOMEIMPROVEMENT,A,2100,6.91,0.07,N,5,Cautious Low-Income Borrower,0,0.007994924,Low, Auto-Approve,0
25456,30,98000,MORTGAGE,8.0,VENTURE,A,3500,7.68,0.04,N,10,Cautious Low-Income Borrower,0,0.003786542,Low, Auto-Approve,0
25457,29,55000,RENT,3.0,EDUCATION,B,14000,11.48,0.25,N,7,At-Risk Young Borrower,1,0.16382244,Low, Auto-Approve,0
25458,29,55000,RENT,0.0,HOMEIMPROVEMENT,B,14000,11.58,0.25,N,6,At-Risk Young Borrower,1,0.21057115,Low, Auto-Approve,0
25459,33,98004,MORTGAGE,2.0,VENTURE,B,4000,10.99,0.04,N,9,Cautious Low-Income Borrower,0,0.053704586,Low, Auto-Approve,0
25460,32,98056,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6000,8.88,0.06,N,10,Cautious Low-Income Borrower,0,0.08807807,Low, Auto-Approve,0
25461,29,98080,MORTGAGE,8.0,VENTURE,B,20000,8.88,0.2,N,9,At-Risk Young Borrower,1,0.013947078,Low, Auto-Approve,0
25462,27,86260,MORTGAGE,11.0,EDUCATION,C,18000,13.72,0.21,Y,7,At-Risk Young Borrower,1,0.23934636,Low, Auto-Approve,1
25463,32,98300,MORTGAGE,3.0,VENTURE,C,5000,12.23,0.05,N,10,Cautious Low-Income Borrower,0,0.13119012,Low, Auto-Approve,0
25464,35,98300,MORTGAGE,8.0,PERSONAL,A,15000,7.88,0.15,N,5,Cautious Low-Income Borrower,0,0.035843913,Low, Auto-Approve,0
25465,35,98320,MORTGAGE,15.0,PERSONAL,B,10425,11.49,0.11,N,9,Cautious Low-Income Borrower,0,0.1483673,Low, Auto-Approve,0
25466,28,98400,MORTGAGE,12.0,PERSONAL,A,1500,5.42,0.02,N,5,Cautious Low-Income Borrower,0,0.0051571564,Low, Auto-Approve,0
25467,28,98400,MORTGAGE,12.0,VENTURE,D,20000,14.84,0.2,Y,9,At-Risk Young Borrower,1,0.17111118,Low, Auto-Approve,0
25468,32,98406,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5400,9.38,0.05,N,6,Cautious Low-Income Borrower,0,0.10312635,Low, Auto-Approve,0
25469,27,56000,RENT,2.0,MEDICAL,B,14000,10.65,0.25,N,7,At-Risk Young Borrower,1,0.20807111,Low, Auto-Approve,0
25470,34,98480,MORTGAGE,18.0,DEBTCONSOLIDATION,C,2500,15.96,0.03,N,10,Cautious Low-Income Borrower,0,0.1743719,Low, Auto-Approve,0
25471,30,98700,MORTGAGE,12.0,EDUCATION,B,6000,10.99,0.06,N,6,Cautious Low-Income Borrower,0,0.03287397,Low, Auto-Approve,0
25472,29,98736,OWN,13.0,VENTURE,B,9000,11.89,0.09,N,6,Cautious Low-Income Borrower,0,0.00054149295,Low, Auto-Approve,0
25473,33,98784,MORTGAGE,3.0,MEDICAL,B,10000,10.99,0.1,N,7,Cautious Low-Income Borrower,0,0.06837041,Low, Auto-Approve,0
25474,27,57600,RENT,3.0,EDUCATION,A,14000,7.29,0.24,N,8,At-Risk Young Borrower,1,0.12429077,Low, Auto-Approve,0
25475,28,99000,OWN,11.0,HOMEIMPROVEMENT,A,8000,7.49,0.08,N,7,Cautious Low-Income Borrower,0,0.0009724564,Low, Auto-Approve,0
25476,29,99000,MORTGAGE,13.0,PERSONAL,A,4500,5.42,0.05,N,9,Cautious Low-Income Borrower,0,0.013754974,Low, Auto-Approve,0
25477,29,58000,RENT,4.0,PERSONAL,A,14000,6.62,0.24,N,5,At-Risk Young Borrower,1,0.11382324,Low, Auto-Approve,0
25478,35,99000,MORTGAGE,12.0,MEDICAL,B,3000,10.99,0.03,N,9,Cautious Low-Income Borrower,0,0.043465577,Low, Auto-Approve,0
25479,30,59004,RENT,3.0,HOMEIMPROVEMENT,D,14000,15.28,0.24,N,10,At-Risk Young Borrower,1,0.79046816,Very High, Decline or Refer to Counselling,0
25480,27,99000,MORTGAGE,5.0,PERSONAL,A,5000,6.92,0.05,N,8,Cautious Low-Income Borrower,0,0.015218978,Low, Auto-Approve,0
25481,33,99000,MORTGAGE,8.0,MEDICAL,B,24000,11.36,0.24,N,7,At-Risk Young Borrower,1,0.08377609,Low, Auto-Approve,0
25482,27,99000,MORTGAGE,4.0,VENTURE,A,9000,7.14,0.09,N,8,Cautious Low-Income Borrower,0,0.0012545366,Low, Auto-Approve,0
25483,29,99000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.25,0.06,N,5,Cautious Low-Income Borrower,0,0.07448153,Low, Auto-Approve,0
25484,28,99000,MORTGAGE,12.0,VENTURE,B,18000,9.76,0.18,N,7,Cautious Low-Income Borrower,0,0.006154208,Low, Auto-Approve,0
25485,29,60000,RENT,2.0,MEDICAL,A,14000,7.51,0.23,N,8,At-Risk Young Borrower,1,0.04848852,Low, Auto-Approve,0
25486,33,99300,MORTGAGE,11.0,MEDICAL,A,7500,5.79,0.08,N,7,Cautious Low-Income Borrower,0,0.0044165477,Low, Auto-Approve,0
25487,29,99400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0.06,N,7,Cautious Low-Income Borrower,0,0.00114613,Low, Auto-Approve,0
25488,28,99400,MORTGAGE,6.0,MEDICAL,B,4800,10.99,0.05,N,7,Cautious Low-Income Borrower,0,0.07006843,Low, Auto-Approve,0
25489,28,99518,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6500,5.99,0.07,N,6,Cautious Low-Income Borrower,0,0.0077706324,Low, Auto-Approve,0
25490,32,99600,MORTGAGE,6.0,EDUCATION,B,5000,11.86,0.05,N,8,Cautious Low-Income Borrower,0,0.09156745,Low, Auto-Approve,0
25491,29,99780,MORTGAGE,14.0,HOMEIMPROVEMENT,B,6000,11.14,0.06,N,8,Cautious Low-Income Borrower,0,0.07844637,Low, Auto-Approve,0
25492,35,99800,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.08,N,9,Cautious Low-Income Borrower,0,0.038459852,Low, Auto-Approve,0
